track_name,artist_name,genre,popularity,danceability,energy,loudness,tempo,valence,acousticness,duration_ms
House of Fire,Alice Cooper,Blues,38,0.479,0.979,-5.077,124.765,0.292,0.0207,226427
Pit Boss (feat. DJ Paul) - Badklaat Remix,Riot Ten,Electronic,31,0.582,0.997,-0.997,74.976,0.346,0.0435,196800
Pleasure x Newjack x Civilization (WWW),Justice,Electronic,52,0.598,0.692,-5.911,117.034,0.412,0.00666,338491
Cosmic Now,Babe Rainbow,Reggae,31,0.305,0.814,-4.116,105.377,0.61,0.00211,267320
Winter Wonderland,Brad Paisley,Country,37,0.693,0.679,-7.872,122.641,0.613,0.452,210040
Fine Day Together,SDIB,Reggae,31,0.768,0.592,-7.166,123.922,0.626,0.458,213867
Steppin' Out,Steel Pulse,Reggae,47,0.866,0.56,-9.848,140.484,0.961,0.0574,245787
D.A.N.C.E. (WWW),Justice,Electronic,50,0.58,0.782,-5.951,115.002,0.274,0.0613,196198
Rooftop,Jordan Rakei,Jazz,38,0.301,0.206,-12.611,129.221,0.135,0.848,198147
Knuckles (Acoustic),Moose Blood,Children’s Music,47,0.566,0.356,-7.97,124.817,0.0942,0.821,227350
The Nazgûl,Howard Shore,Soundtrack,35,0.0994,0.00954,-24.894,89.835,0.0363,0.93,364893
Tiptoe Walk (3/4),Kimbo Children's Music,Children's Music,3,0.53,0.204,-20.409,116.652,0.494,0.995,62933
Cursing Is Bad / Rudely Interrupted,Tom Segura,Comedy,34,0.568,0.742,-10.354,80.564,0.537,0.924,158302
DDevil,System Of A Down,Alternative,43,0.335,0.975,-3.749,199.87,0.702,0.000222,102667
I Don't Wanna Lose Your Love,The Emotions,Jazz,36,0.721,0.542,-15.775,120.243,0.944,0.144,239533
Singularity,Jon Hopkins,World,52,0.526,0.776,-8.873,132.996,0.0504,0.00389,389200
If I Ain't Got You,Alicia Keys,R&B,80,0.609,0.445,-9.129,118.393,0.166,0.603,228707
Top Shotta,Shlump,Electronic,25,0.654,0.765,-6.296,140.068,0.224,0.0103,301573
Down With the Sickness,Disturbed,Rap,73,0.695,0.876,-4.262,89.954,0.941,0.000996,279213
President,Audra McDonald,Movie,24,0.482,0.322,-13.124,73.216,0.417,0.898,71573
Look Back At Me,Trina,R&B,45,0.797,0.659,-6.435,185.947,0.25,0.0333,253053
DJs & Porsches,Smallpools,Indie,51,0.653,0.872,-4.288,99.014,0.458,0.0134,197093
Under the Tree - Jfdr - Siesta Mix,Daníel Bjarnason,Classical,29,0.0631,0.092,-18.663,59.094,0.0397,0.863,258000
Gianni Schicchi: O mio babbino caro,Giacomo Puccini,Opera,39,0.247,0.0949,-18.132,135.963,0.0679,0.973,153653
Against All Odds (feat. Gucci Mane),Waka Flocka Flame,Rap,24,0.707,0.408,-10.14,151.384,0.552,0.0378,209627
Southern Girl,Incubus,Alternative,40,0.562,0.626,-7.016,97.979,0.382,0.0539,220867
Shrinathji Mangla Aarti,Chorus,Movie,2,0.638,0.701,-4.635,122.976,0.595,0.334,320827
OCD and a Bag of Fuck,Marc Maron,Comedy,15,0.501,0.949,-6.721,93.309,0.276,0.659,141874
Aarti Kunj Bihari Ki,Chorus,Movie,0,0.47,0.802,-7.585,128.326,0.689,0.654,259293
Don't Stop - Remastered,The Stone Roses,Electronic,44,0.294,0.755,-7.7,107.324,0.485,6.71e-05,320587
Egao no Kimi e,Suzuko Mimori,Anime,20,0.455,0.905,-3.449,174.923,0.493,0.0316,236907
"Lieutenant Kijé, Op. 60: IV. Troika",Sergei Prokofiev,Classical,37,0.411,0.203,-15.98,138.406,0.283,0.936,185400
"Symphony No. 8 in E-Flat Major - ""Symphony of a Thousand"" / Pt. 1: ""Accende lumen sensibus""",Gustav Mahler,Classical,5,0.231,0.525,-9.981,132.572,0.21,0.965,340240
HeartLess,Madison Beer,Pop,66,0.636,0.44,-7.354,100.046,0.236,0.209,158633
Sun Valley,Peter Tosh,Reggae,31,0.699,0.593,-9.042,78.962,0.961,0.0965,135987
Bernie,Randy Newman,Movie,0,0.389,0.0745,-15.371,127.406,0.0761,0.954,114840
Doomed,Moses Sumney,Folk,51,0.245,0.12,-14.284,72.611,0.0379,0.942,267654
the Road,Paul Kim,World,35,0.382,0.386,-8.609,139.171,0.234,0.751,246203
Oasis,Do As Infinity,Anime,24,0.504,0.902,-3.4,102.981,0.544,0.0556,282067
Le Queda Bien,Sixto Rein,Reggaeton,24,0.745,0.924,-4.048,132.996,0.885,0.0446,174243
O Holy Night,Adolphe Adam,Opera,44,0.242,0.127,-21.075,88.948,0.0387,0.754,167760
Let Me In,KLIM,Jazz,1,0.441,0.388,-7.509,115.001,0.63,0.0165,145375
Get Up! - feat. Skrillex,Korn,Rap,59,0.508,0.894,-4.664,139.944,0.248,0.000199,222640
Chuck It So,Buju Banton,Reggae,30,0.773,0.652,-10.656,166.148,0.822,0.164,237600
Wouldn't It Be Nice - Remastered,The Beach Boys,Folk,68,0.429,0.543,-9.139,122.619,0.693,0.536,145107
Brown,Kyle Dion,Alternative,56,0.546,0.698,-4.678,72.417,0.616,0.0759,234759
Kiss It Better,Rihanna,R&B,63,0.619,0.806,-4.8,95.0,0.877,0.272,253080
"Carmen, WD 31, Act I: Près des remparts de Séville (Live)",Georges Bizet,Opera,16,0.23,0.047,-28.78,179.061,0.073,0.943,289160
This Magic Moment,The Drifters,Folk,53,0.34,0.371,-8.871,138.977,0.62,0.576,146813
1-800-273-8255,Logic,Hip-Hop,84,0.62,0.574,-7.788,100.021,0.352,0.57,250173
Party Song,Dustin Lynch,Country,38,0.563,0.897,-4.996,157.803,0.779,0.156,191760
Que Casualidad,Jory Boy,Reggaeton,24,0.675,0.698,-7.296,172.047,0.806,0.35,245630
Turning Away,Sum 41,Alternative,54,0.566,0.919,-3.71,120.001,0.414,5.14e-05,230806
Messages on Napkins at Bars,Eugene Mirman,Comedy,21,0.591,0.897,-6.534,85.899,0.301,0.793,111413
BRIGHT,ZAYN,Dance,51,0.504,0.458,-9.06,118.161,0.416,0.233,176333
I Should Have Cheated,Keyshia Cole,Rap,55,0.358,0.541,-4.237,85.595,0.409,0.248,327693
Say A',A Boogie Wit da Hoodie,Rap,67,0.831,0.814,-5.18,161.041,0.846,0.391,214854
This Song Is for You,The Planet Smashers,Ska,13,0.6,0.947,-4.544,182.063,0.951,0.292,165787
Commitment,Monica,Soul,50,0.479,0.565,-8.237,75.085,0.378,0.0191,163584
It Is Well (Radio Mix),Bethel Music,World,41,0.482,0.499,-7.908,129.901,0.0495,0.0211,242072
He Lives,Chris Tomlin,World,35,0.337,0.841,-3.584,152.058,0.121,0.00103,244480
Graceland,Paul Simon,Rock,64,0.732,0.705,-9.271,117.925,0.848,0.626,291200
Who Says,John Mayer,Pop,70,0.584,0.509,-13.109,90.457,0.367,0.267,175480
Love Theme From Spartacus - Remastered,Yusef Lateef,Jazz,52,0.522,0.379,-14.096,133.698,0.454,0.635,251600
Get Money - Performed by Junior M.A.F.I.A.,The Notorious B.I.G.,Hip-Hop,63,0.711,0.871,-4.32,91.153,0.912,0.398,274440
All I Have to Do Is Dream,The Everly Brothers,Folk,65,0.534,0.462,-8.172,96.195,0.534,0.839,143333
Fantasy,Mariah Carey,Dance,67,0.671,0.727,-7.585,102.358,0.801,0.139,243493
Anime World,SahBabii,Hip-Hop,61,0.738,0.489,-8.911,81.05,0.423,0.342,194361
If I Fall,The Story So Far,Children’s Music,54,0.241,0.901,-4.803,96.468,0.698,0.00827,207310
Can I Take U Home - Main,Jamie Foxx,R&B,45,0.791,0.56,-6.316,122.027,0.804,0.445,255693
Talking to Myself,Gallant,Children’s Music,49,0.628,0.485,-6.02,119.879,0.54,0.0101,237560
Love Is A Wild Thing,Kacey Musgraves,Dance,68,0.623,0.631,-7.52,121.973,0.273,0.266,256147
ICHOR,G-Rex,Electronic,37,0.61,0.739,-4.581,74.989,0.181,0.0558,204817
Crossing Borders,L'Indécis,Jazz,41,0.568,0.381,-8.936,147.685,0.113,0.248,173617
Who I Am,Toro y Moi,Dance,56,0.897,0.844,-5.059,119.989,0.801,0.00415,208973
"abundance10edit[2 R8's, FZ20m & a 909]",Aphex Twin,Electronic,41,0.749,0.649,-11.304,137.371,0.244,0.14,380344
Gone,Montgomery Gentry,Country,47,0.647,0.904,-5.193,118.948,0.551,0.0167,249107
Keep You Much Longer,Akon,Dance,50,0.713,0.945,-3.146,120.016,0.571,0.148,260867
Have You Seen Her - Live,The Chi-Lites,Soul,35,0.623,0.585,-9.378,141.035,0.589,0.722,284853
Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign),Juicy J,Rap,52,0.769,0.601,-8.402,168.996,0.448,0.0031,195347
Trust You,Shane & Shane,World,31,0.435,0.502,-9.639,152.973,0.355,0.0797,258486
Naturally,Ayumi Hamasaki,Anime,22,0.61,0.964,-3.056,129.895,0.818,0.0534,256600
Battements tendus (Moderately Slow 4/4),Kimbo Children's Music,Children's Music,0,0.574,0.285,-10.021,122.31,0.444,0.97,145427
I Shouldn't Have Missed It,Rob Simonsen,Soundtrack,27,0.216,0.0318,-24.616,99.981,0.0549,0.974,107572
I Lived Here,Martin Phipps,Soundtrack,29,0.122,0.105,-16.321,95.974,0.0316,0.946,109880
Half Mast,Empire of the Sun,Dance,49,0.771,0.738,-4.88,126.983,0.761,0.00423,234360
Honey Whiskey,Nothing But Thieves,Children’s Music,53,0.561,0.764,-5.175,90.004,0.657,0.0236,191947
Every Time We Fall,Lea Salonga,Movie,14,0.526,0.675,-11.0,169.692,0.759,0.585,285507
"Lohengrin, Act III: Prelude",Richard Wagner,Opera,14,0.15,0.192,-19.183,79.103,0.115,0.952,187267
Let Us Go Into The House Of The Lord/Butterfly Sunday,Harold Budd,Classical,32,0.171,0.0332,-22.575,172.944,0.039,0.982,382867
Fine,Marc Maron,Comedy,20,0.5,0.722,-9.344,57.499,0.435,0.88,367600
You've Always Been (Live) [Spontaneous] (feat. Hanna Sheets),UPPERROOM,World,32,0.305,0.757,-7.128,127.863,0.138,0.186,221425
Blue Bayou - Remastered LP Version,Linda Ronstadt,Folk,45,0.734,0.202,-10.394,95.158,0.506,0.69,238000
Vegas Lights,Panic! At The Disco,Rock,66,0.68,0.847,-5.987,123.96,0.834,0.000433,189107
Allegro #4 (Fast 6/8): Sonata in C Minor [Allegro],Kimbo Children's Music,Children's Music,0,0.761,0.623,-14.174,128.838,0.516,0.993,140600
Ever Be - Live,Maranatha! Music,World,8,0.429,0.393,-9.898,138.196,0.163,0.381,281253
Forever My Lady,Jodeci,R&B,54,0.706,0.496,-15.138,118.022,0.771,0.168,320360
Narcissistic Cannibal (feat. Skrillex & Kill The Noise),Korn,Rock,62,0.519,0.892,-5.285,174.027,0.559,0.000456,190707
Classic Man,Jidenna,Rap,63,0.79,0.585,-6.058,94.072,0.585,0.185,226000
El Booty,Wisin & Yandel,Reggaeton,29,0.711,0.849,-5.307,94.99,0.59,0.173,161107
We Are Young (feat. Janelle Monáe),fun.,Rock,71,0.378,0.638,-5.576,184.086,0.735,0.02,250627
Along Came Betty,Art Blakey,Jazz,47,0.665,0.359,-8.887,111.639,0.4,0.801,368747
Indescribable,Chris Tomlin,Children’s Music,53,0.38,0.799,-4.128,179.848,0.407,0.0818,238787
Soothe,Random Rab,World,29,0.514,0.196,-14.491,143.838,0.274,0.43,254901
mabel,balloon,Anime,18,0.654,0.879,-3.828,119.958,0.758,0.0552,196000
Die Walkure: Act III: Wer meines Speeres Spitze furchtet,Richard Wagner,Opera,8,0.0953,0.125,-18.345,67.818,0.0385,0.939,237080
Rusella 'E Maggio,Jerry Vale,Jazz,39,0.249,0.365,-11.555,69.369,0.319,0.844,149427
Money,Mat Kearney,Pop,61,0.74,0.622,-5.492,93.985,0.759,0.71,149560
I Know (feat. Fiona Apple) - RISE Recording,King Princess,Pop,62,0.52,0.253,-12.407,139.555,0.219,0.394,299613
Hundred Acre Spy Game,Henry Jackman,Soundtrack,23,0.38,0.155,-11.986,121.613,0.114,0.906,214373
Island,The Gregg Allman Band,Blues,33,0.604,0.648,-10.117,89.991,0.796,0.116,255840
Getaway - VIP Mix,Syn Cole,Pop,73,0.71,0.842,-3.156,124.119,0.761,0.0127,189677
Can't Let Go,Mariah Carey,Dance,50,0.477,0.533,-11.049,162.368,0.18,0.591,266560
Miserere: Symphonie,Jean-Baptiste Lully,Opera,17,0.133,0.0542,-25.316,166.343,0.1,0.891,381827
Botheration - Reggae Version,Justin Hinds & The Dominoes,Ska,33,0.79,0.529,-7.741,76.124,0.966,0.531,131640
Got to Get You Into My Life,"Earth, Wind & Fire",Jazz,44,0.692,0.622,-9.524,140.357,0.767,0.581,242987
Siegfried / Erster Aufzug: Vorspiel,Richard Wagner,Opera,5,0.142,0.0149,-29.563,140.87,0.0793,0.953,225893
By the God - Instrumental,Children Songs Company,Children's Music,0,0.736,0.446,-12.328,130.011,0.668,0.213,212547
Thunderclouds - Lost Frequencies Remix,Sia,Dance,66,0.521,0.692,-6.542,124.059,0.398,0.0892,198493
Steady,Mark Diamond,Indie,13,0.677,0.664,-5.472,127.042,0.747,0.0901,181520
Shake It On,Jamiroquai,Jazz,51,0.767,0.624,-7.496,120.003,0.218,0.0183,314493
Crawling Back To You,Daughtry,Children’s Music,51,0.426,0.9,-3.428,151.036,0.161,0.00667,225400
I Told You So,Keith Urban,Country,44,0.627,0.841,-5.885,105.995,0.73,0.00788,242760
Bad Dream/No Looking Back,Syd,Alternative,44,0.668,0.253,-14.872,98.512,0.142,0.359,294853
TV Set - Remastered,The Cramps,Blues,32,0.516,0.967,-7.864,137.128,0.144,0.136,192760
"La Cenerentola / Act 2: Ah, signor, s'è ver che in petto",Gioachino Rossini,Opera,11,0.34,0.258,-17.113,77.273,0.223,0.98,322533
Stronger Than Ever,Raleigh Ritchie,R&B,52,0.432,0.748,-5.023,122.446,0.172,0.201,233493
"3 Incongruities, ""Triptych"": No. 2. Slow, in a singing style",Bruce Broughton,Movie,0,0.341,0.197,-13.894,119.071,0.0964,0.948,602493
If You Want A Bad Boy,Brantley Gilbert,Country,50,0.559,0.837,-5.293,156.984,0.589,0.0811,212626
Alphabet Soup,Juice Music,Children's Music,7,0.854,0.275,-9.073,135.033,0.767,0.915,159067
Don't,Bryson Tiller,R&B,79,0.765,0.356,-5.556,97.001,0.19,0.222,198293
Saturdays (Again),Avey Tare,Folk,46,0.456,0.824,-7.86,131.002,0.589,0.385,289813
Beachside,Bazanji,Hip-Hop,56,0.711,0.69,-4.948,77.178,0.196,0.0627,227004
Alive Again,3LAU,Electronic,40,0.454,0.768,-5.716,128.041,0.0794,0.00488,221250
A Quien ?,El Sica,Reggaeton,19,0.703,0.714,-4.613,169.917,0.82,0.177,214588
Trailor Load a Girls,Shabba Ranks,Reggae,29,0.892,0.503,-13.621,96.248,0.901,0.163,235543
What Do You Do,A$AP Ferg,Rap,61,0.819,0.713,-5.623,152.016,0.506,0.358,176867
When You Die,MGMT,Dance,67,0.645,0.938,-4.557,140.886,0.495,0.0946,263880
Pleasant Dreams,Frank Churchill,Movie,12,0.215,0.153,-18.912,89.836,0.193,0.788,149093
All for Myself,Sufjan Stevens,Folk,41,0.264,0.378,-14.059,81.745,0.186,0.948,177013
Tout Doux Tout Doucement,Henri Salvador,Movie,1,0.634,0.605,-9.588,124.211,0.919,0.407,133733
Drown In The Now,The Crystal Method,Electronic,30,0.574,0.841,-2.759,105.017,0.115,0.259,349013
I Have Found - Live,Kim Walker-Smith,World,29,0.572,0.719,-4.965,95.011,0.376,0.00871,363600
The Wedding,James Horner,Soundtrack,34,0.135,0.0504,-27.185,85.595,0.0349,0.718,186333
"Mia & Sebastian’s Theme (Late For The Date) - From ""La La Land"" Score",Justin Hurwitz,Soundtrack,47,0.359,0.263,-13.505,98.343,0.115,0.881,89587
Noche Pa Chingar,El Sica,Reggaeton,29,0.756,0.848,-4.967,131.923,0.569,0.134,313023
Dystopia,TesseracT,Jazz,43,0.44,0.628,-9.48,119.148,0.101,0.00504,411305
The Ballad Of Johnny Butt,Sublime,Ska,43,0.693,0.692,-5.231,142.356,0.472,0.0108,131240
Coastline,Hollow Coves,Indie,71,0.67,0.496,-11.23,100.168,0.427,0.63,233973
The Adventures of Mutt,John Williams,Soundtrack,35,0.56,0.385,-14.269,145.758,0.571,0.896,192387
Mama Said,The Shirelles,Soul,52,0.648,0.408,-12.324,140.785,0.909,0.279,128040
Fairytales and porn,Rachel Feinstein,Comedy,25,0.589,0.902,-6.172,75.835,0.866,0.839,96440
Mississippi Girl,Wendell B,Blues,25,0.514,0.765,-3.902,81.438,0.619,0.463,309480
Talk Is Cheap,Kyle Thornton & The Company,Soul,38,0.703,0.368,-10.381,75.976,0.448,0.351,239006
Mr. Doctor Man,Palaye Royale,Indie,56,0.376,0.939,-2.094,167.904,0.529,4.65e-05,244587
Vanille fraise,L'Impératrice,Pop,65,0.767,0.547,-11.458,103.03,0.66,0.0399,238183
Assassins Creed Theme,Lorne Balfe,Soundtrack,48,0.152,0.409,-14.528,99.952,0.0373,0.7,283840
Unfinished,Mandisa,Rock,55,0.63,0.691,-4.334,93.014,0.261,0.0152,212600
Bottle Swervice,Herobust,Electronic,31,0.684,0.9,-5.229,149.96,0.556,0.00796,224000
My Choppa Hate Niggas,21 Savage,Hip-Hop,69,0.862,0.274,-5.818,77.493,0.146,0.0974,148640
Punk Guy,NOFX,Ska,37,0.352,0.871,-7.885,97.932,0.558,3.09e-05,68960
Terrorista (Spanish Version),Eloy,Reggaeton,45,0.795,0.535,-6.349,90.009,0.628,0.428,157286
Eclipse (feat. Substantial),Nujabes,Jazz,44,0.596,0.777,-11.963,95.65,0.642,0.251,214333
Call On Me,Janet Jackson,R&B,51,0.715,0.668,-6.053,82.007,0.763,0.336,204267
Better By Now,RITUAL,Soul,39,0.7,0.449,-6.777,95.901,0.292,0.894,246250
I Still Love You - Live,Skinny Living,Folk,55,0.551,0.0804,-9.946,129.985,0.234,0.961,218684
Hurt Feelings,Mac Miller,Rap,76,0.69,0.462,-8.054,157.655,0.325,0.343,245640
Suite-Pee,System Of A Down,Rock,58,0.263,0.89,-2.913,190.389,0.286,0.0022,151733
On the Sea Shore - a memory (Na brehu morskem - vzpominka),Bedřich Smetana,Classical,35,0.302,0.0615,-25.205,117.424,0.0594,0.992,347827
Sad Lisa,Yusuf / Cat Stevens,Folk,51,0.58,0.219,-15.577,112.76,0.373,0.925,225707
Inhalant Abuse Vip,Getter,Electronic,30,0.633,0.819,-4.32,129.992,0.121,0.0322,148625
Checkmate!?,MICHI,Anime,24,0.613,0.955,-2.561,136.995,0.784,0.0754,278320
Unbothered,Ski Mask The Slump God,Rap,73,0.884,0.445,-10.58,125.008,0.851,0.222,138427
Hold On Tight - Owen Norton Remix,R3HAB,Dance,66,0.457,0.944,-3.338,126.616,0.366,0.023,194639
Shop Around,The Re-Bops,Children's Music,0,0.725,0.519,-12.366,133.17,0.827,0.613,177573
Tu Angel,Jadiel,Reggaeton,25,0.66,0.719,-6.043,89.981,0.577,0.545,254227
Make a Way (feat. Inna Vision),Josh Heinrichs,Reggae,23,0.669,0.516,-6.927,167.856,0.768,0.147,249227
Peace,Norah Jones,Jazz,38,0.485,0.0288,-19.897,119.119,0.0546,0.978,232920
"Don Carlo: Non pianger, mia compagna",Giuseppe Verdi,Opera,11,0.33,0.0949,-18.826,130.146,0.038,0.99,249373
We Ain't Homies (feat. YG),Arin Ray,Soul,52,0.87,0.654,-4.744,139.995,0.863,0.22,282876
Cold Lover's Waltz,Mandolin Orange,Folk,46,0.543,0.197,-11.958,111.58,0.184,0.846,243653
My Shit Bang,E-40,Rap,52,0.719,0.568,-8.613,99.712,0.334,0.00646,242853
I Depend On You,Why Don't We,Dance,54,0.854,0.846,-4.344,101.995,0.343,0.328,205201
Look to the Son,Shane & Shane,World,33,0.507,0.781,-8.573,121.988,0.438,0.118,279388
Replicants - Kompany Remix,Black Tiger Sex Machine,Electronic,34,0.465,0.989,-0.66,149.788,0.127,0.0168,230400
Wonders of the Woods,Mogul Music Inc.,Children's Music,5,0.81,0.728,-9.534,81.069,0.975,0.185,65567
Time for That,Clint Black,Country,34,0.599,0.79,-7.155,91.029,0.718,0.211,210550
Echo,Foreign Air,Rock,54,0.619,0.805,-6.643,101.989,0.45,0.0223,220747
7even,Moneybagg Yo,Hip-Hop,48,0.697,0.65,-6.301,153.009,0.624,0.0118,181961
Focus,Charli XCX,Indie,58,0.856,0.598,-6.173,122.005,0.352,0.125,202153
"Cheer up, My Brother",HNNY,Electronic,54,0.761,0.263,-14.762,107.991,0.315,0.12,305777
Lost And Lonely,Aaron Lewis,Alternative,50,0.625,0.52,-5.288,109.947,0.363,0.258,297427
While I Wait,Lincoln Brewster,World,55,0.448,0.399,-8.303,73.959,0.12,0.579,298546
Feelin' Lovely,Connan Mockasin,Folk,42,0.721,0.77,-6.451,89.995,0.72,0.338,231468
Kno The Meaning,Future,Rap,55,0.875,0.381,-7.176,100.014,0.318,0.207,225213
King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,Folk,53,0.221,0.826,-5.393,130.632,0.116,0.0514,186280
Dry Your Eyes,Brenda,Soul,36,0.205,0.355,-10.25,170.701,0.362,0.712,164133
Ever (Foreign Flag),Team Sleep,Alternative,41,0.562,0.719,-5.842,74.516,0.16,0.000847,171800
Blu,Jon Bellion,Pop,68,0.384,0.465,-8.554,131.604,0.636,0.29,183344
Citywalk: Broad's Groove,Kankick,Hip-Hop,56,0.59,0.691,-6.395,93.356,0.962,0.0422,125387
Blackpatch,Judy Kuhn,Movie,24,0.785,0.377,-9.655,111.031,0.571,0.882,205800
Your Song - feat. Damian 'Jr. Gong' Marley,SOJA,Reggae,40,0.637,0.849,-3.827,74.041,0.774,0.0238,201429
"Suite For Cello Solo No.1 In G, BWV 1007: 1. Prélude",Johann Sebastian Bach,Classical,31,0.326,0.0935,-22.572,79.609,0.38,0.987,169013
Mighty To Save,Michael W. Smith,World,41,0.367,0.704,-8.354,153.89,0.178,0.0509,477293
The Worse Word,John Mulaney,Comedy,48,0.622,0.9,-5.82,88.826,0.449,0.778,90947
slow down my thoughts,Zachary Knowles,Indie,58,0.749,0.428,-8.053,126.949,0.465,0.672,231496
"Il barbiere di Siviglia / Act 1: No.2 Cavatina: ""Largo al factotum""",Gioachino Rossini,Classical,31,0.32,0.333,-15.87,79.933,0.359,0.961,279760
Wouldn't Be the Same,Tora,Alternative,48,0.642,0.359,-11.002,121.374,0.428,0.805,222131
Hello Euphoria,Turnover,Alternative,48,0.579,0.61,-7.867,127.022,0.381,0.00818,226137
Flood,Jars Of Clay,Alternative,42,0.626,0.632,-8.692,114.593,0.7,0.181,211667
Lodi,Jeffrey Foucault,Country,46,0.549,0.275,-13.941,122.476,0.365,0.866,173213
The Son of Flynn,Daft Punk,Electronic,54,0.543,0.775,-17.616,106.018,0.0222,0.901,95227
Hawaiian Party,Cub Sport,Indie,63,0.529,0.638,-7.104,169.96,0.504,0.116,242007
Under The Gun,The Black Keys,Alternative,62,0.518,0.689,-6.89,120.115,0.35,0.0151,196325
Rain,Motohiro Hata,Anime,48,0.626,0.655,-6.69,92.003,0.542,0.503,293040
Just One Drink - Acoustic Mix,Jack White,Blues,21,0.612,0.429,-10.287,119.911,0.742,0.824,152147
No Longer Slaves,Maranatha! Music,World,10,0.43,0.4,-10.475,148.046,0.369,0.0771,219373
The Gospel Truth III,Lillias White,Movie,44,0.368,0.363,-14.205,70.163,0.182,0.835,65733
Do Not Fire!,Madvillain,Alternative,42,0.317,0.687,-11.245,88.251,0.73,0.00771,52827
Men At War,Hans Zimmer,Soundtrack,28,0.122,0.116,-27.449,149.404,0.14,0.956,153413
You'll Never Know - Alternative Version,Renée Fleming,Classical,36,0.402,0.191,-15.15,78.047,0.194,0.95,409800
two nights,Lykke Li,Indie,55,0.668,0.445,-7.195,119.721,0.391,0.71,204360
Do Your Worst,Rival Sons,Children’s Music,65,0.391,0.8,-2.761,83.81,0.398,0.00977,210851
Intro III - Live,Randy Newman,Movie,7,0.533,0.386,-14.05,70.273,0.394,0.888,188733
Marginalia #2,Masakatsu Takagi,Anime,8,0.235,0.0329,-20.602,66.238,0.107,0.983,473750
Dangerous Drugs,Lenny Bruce,Comedy,16,0.617,0.38,-13.705,77.118,0.618,0.957,243747
Na Na Na,Dalex,Reggaeton,55,0.562,0.588,-5.889,122.336,0.807,0.35,207413
Testify,Robin Thicke,Dance,61,0.669,0.424,-8.81,179.862,0.566,0.737,200790
"Die Zauberflöte, K. 620, Act I: O zitt're nicht, mein lieber Sohn! (Live)",Wolfgang Amadeus Mozart,Classical,0,0.276,0.095,-22.435,94.842,0.0999,0.948,299800
Keep It Right There (feat. Teddy Riley),Trey Songz,Hip-Hop,55,0.606,0.619,-7.565,139.971,0.477,0.00295,252100
Wayside/Back in Time,Gillian Welch,Folk,45,0.635,0.322,-9.738,78.612,0.401,0.227,208373
Feel It All Around,Washed Out,Rock,62,0.362,0.752,-4.589,172.241,0.466,0.000163,192080
Village Life,Incognito,Jazz,36,0.687,0.846,-6.72,109.056,0.434,0.0581,279246
A Question for the Ladies,Bill Hicks,Comedy,21,0.602,0.595,-10.76,89.26,0.432,0.959,273827
These Days,Gregg Allman,Blues,37,0.564,0.208,-16.228,74.816,0.418,0.694,236040
Raven,Do As Infinity,Anime,20,0.45,0.758,-5.764,94.955,0.165,0.117,239133
The Silver Ball - 2005 Digital Remaster,Harold Budd,Classical,35,0.0802,0.0176,-29.853,81.378,0.0489,0.939,211253
Suena El Dembow - Lafame Remix,Joey Montana,Reggaeton,34,0.521,0.841,-3.379,195.837,0.681,0.419,203000
Manon Ballet - Arranged and orchestrated by Leighton Lucas with the collaboration of Hilda Gaunt / Act 2: Scene 2 - Des Grieux's lodgings,Jules Massenet,Opera,5,0.0836,0.0671,-19.722,83.071,0.0378,0.922,486640
Carito,Carlos Vives,Dance,57,0.688,0.888,-5.323,111.06,0.927,0.0313,218440
Strike the Root,Thievery Corporation,Jazz,48,0.796,0.514,-8.419,76.989,0.961,0.197,211973
Timecapsuleniaozorawo,BURNOUT SYNDROMES,Anime,16,0.545,0.917,-2.839,132.93,0.651,0.0246,225107
Matches,Quinn XCII,Pop,63,0.711,0.431,-8.572,85.996,0.297,0.457,203773
Blazin',Dreamers Delight,Soul,34,0.66,0.915,-0.907,149.97,0.354,0.0295,211200
Sweetie Come Brush Me,Collie Buddz,Reggae,33,0.657,0.595,-8.746,172.119,0.838,0.425,193541
Squalor Victoria,The National,Folk,39,0.553,0.725,-6.778,132.982,0.826,0.18,179333
Phone Jumpin,Dave East,Hip-Hop,60,0.632,0.767,-4.002,140.14,0.622,0.0216,247227
Cherry,Rina Sawayama,R&B,56,0.577,0.79,-3.458,102.03,0.645,0.0129,205224
It's A Hard Rain's A-Gonna Fall,Leon Russell,Blues,37,0.677,0.467,-14.351,85.785,0.855,0.375,311000
Crown the Kings,Migos,Rap,56,0.868,0.699,-6.065,143.042,0.372,0.0458,229904
Smoke 'em (feat. Kris Bentley),The Supervillains,Ska,17,0.474,0.533,-13.302,78.013,0.856,0.0235,200800
These Hands,Pepper,Reggae,32,0.639,0.616,-7.457,86.485,0.539,0.0436,226240
"Not Tonight (feat. Da Brat, Left Eye, Missy ""Misdemeanor"" Elliott and Angie Martinez - Remix",Lil' Kim,Hip-Hop,53,0.854,0.602,-10.162,99.429,0.592,0.0689,252520
The Real Thing - Remastered,Lisa Stansfield,Dance,66,0.698,0.71,-6.174,98.678,0.605,0.0486,260067
Mother's Song,Masakatsu Takagi,Soundtrack,28,0.272,0.0748,-14.367,74.532,0.318,0.959,310653
Baby I Love You So,Jacob Miller,Reggae,31,0.749,0.583,-8.139,132.658,0.897,0.209,150840
